comment_id,comment,likeCount,video_id
Ugx0Fr04K1NguslWo4d4AaABAg,역시 지무비ㅜㅜ 작은 떡밥도 다 찾네 ㅠㅠ 넘 재밌어ㅜㅜ,2,lgRckZZmvVM
UgyFuG4izVeHMUrsD2x4AaABAg,파트2 기다리고 있는 1인~!,7,lgRckZZmvVM
Ugx9-ArCCpurg8oI3GB4AaABAg,허배우님 와이프의 내조 아니였으면 연기 그만두고 일반 회사원이였을텐데 아내분께 박수를~,2,lgRckZZmvVM
UgzmWuV1Myv3dHO0Ifh4AaABAg,재벌집 막내아들이랑 필리핀집 막내아들 때문에 트라우마 생김..ㅈㄴ재미있으니깐 결말 잘 만들어주세요,6,lgRckZZmvVM
Ugy45-E1PEEXAQAk83x4AaABAg,"▶≪미끼≫ Part2 (다음 화) 스토리 예측 영상 바로 보러 가기
☞ https://youtu.be/lgRckZZmvVM
▶≪미끼≫ 풀버젼 바로 보러 가기
☞ https://coupangplay.app.link/fdFsdjFyIyb
--------------
소개해드린 내용은 쿠팡플레이 오리지널, ≪미끼≫Part1 전체의 내용입니다.
현재 쿠팡플레이에서 감상하실 수 있습니다.",99,pA5GcWqB-wY
UgwVAmxfcdJDwOY1zyt4AaABAg,대사도 자막처리해주시는 섬세한 배려에 다시 한번 감사드립니다. 그래서 지무비님거만 보게되요(^-^) 좋아요는 감사함을 표현하는 제 마음입니다.,82,pA5GcWqB-wY
UgzCPNOYQGcBbBFtRQt4AaABAg,장근석이 원래 연기가 나쁘진 않았음. 발성도 좋고..,0,pA5GcWqB-wY
UgyqdgmIatNga5Nb1wN4AaABAg,"재밌겠네...
기대를 저버리지 않는 G무비
내일도 약간의 헛기침으로 시작하는 멘트 기다릴게요",116,pA5GcWqB-wY
Ugy23c3SnRfZqVtsAUF4AaABAg,배우들 현실적으로 연기 잘한다.^^😀,23,pA5GcWqB-wY
Ugzf-hx0qe3gGvDelzB4AaABAg,조튜브에 🤷‍♀️ 출연하신 영상보고 리뷰 영상 보니 집중이 더 잘되고 👍 노력하신게 보이네요 🙋‍♀️,24,pA5GcWqB-wY
UgzRcxkh3NAYd8HAPRV4AaABAg,서태석이 폼 미쳤다,208,pA5GcWqB-wY
Ugy1vuCn6U8ektdnb9V4AaABAg,얼마전 맘카페 운영자들이 공구로 사기쳤다는 뉴스 댓글에 이 드라마 얘기 많아서 파트1 정주행 했는데 소름끼치게 똑같음!! 노상천 같은 사기꾼들은 속는사람들 호구로 알고 등쳐먹고. 이제 그게 같은 엄마들 사이에서도 그런게 대한민국 현실..암튼 이거 존잼,10,pA5GcWqB-wY
UgyiDBtGgizgBDLCLdt4AaABAg,"역시 믿고보는 지무비 .
영화에 몰입하게한다. 
 그대가  지금 나에게 한 영향력이다.",9,pA5GcWqB-wY
UgzGRHfH4H3ArLMQaVt4AaABAg,"태양광 ㅋㅋㅋ 현실고증 쩌네요, 속지 않았고 앞으로도 속지 않겠습니다만 나름 웃음 포인트였네요.",20,pA5GcWqB-wY
UgwbBsGkfXTM4K1wq794AaABAg,"저는 개인적으로 대 취향저격 드라마였습니다 ㅋㅋ
▶ ≪프로듀사≫ 전체회차 보러 가기
☞ https://www.youtube.com/playlist?list=PLtIE58PMEFP6upWI1v9NQ0nezzP5Yiu0R
(멤버십 가입하시면 전체 회차 감상 가능합니다) 

▶ 단 2900원에 KBS 드라마 모든 클래식 드라마 보러 가기
☞ https://www.youtube.com/channel/UCn0nlepACCBD6rxj-GUwn5A/join

▶  ≪프로듀사≫ 웨이브에서 보러 가기
☞ https://www.wavve.com/player/vod?programid=K02_T2015-0165&landing=season&page=1

▶  ≪프로듀사≫왓챠에서 보러 가기
☞ https://watcha.com/contents/tEqX76l?tab=episode_info

▶  ≪프로듀사≫ 네이버 시리즈온에서 보러 가기
☞ https://serieson.naver.com/v2/broadcasting/93775?type=SALE&page=2
---------
＊소개해드린 내용은 KBS드라마 ≪프로듀사≫, 1화~2화의 내용입니다.",210,lEAHSte7RKY
UgyqPIE1416VO6YxP5V4AaABAg,"와 프로듀사 진짜 오랜만이다 진짜 재밌게 봤었는데 ㅋㅋㅋ 특별 출연도 많았고 스토리도 참신해서 참 재밌었음,, ost도 띵곡 많아서 다 좋았었지,,",657,lEAHSte7RKY
Ugz7VStp9KD-mpwDFb14AaABAg,프로듀사 정말 재밌고 좋아하는 작품이었는데 이렇게 리뷰가 올라오니 반갑네요~ 공식채널에도 요약본 뜨던데 이렇게 다시뜨니 너무 좋습니다!,46,lEAHSte7RKY
UgyPfkr9GtjyBXmF4Bd4AaABAg,공효진도 드라마 참 잘 골라 배역도 찰떡이고 김수현은 빙구 연기 맛깔나고 ㅋㅋ,38,lEAHSte7RKY
UgxcDirKsospO1bWbSh4AaABAg,"이드라마 은근웰메이드였음. 방송국에서 일어나는 일들을 너무 오버스럽지않고 유머러스하게 잘풀어서 정말 재밌게봤음.
약간 빙구같은 순수한 김수현의 연기도 좋았고
공효진도 동백꽃보다는 이드라마에서 더 연기가 자연스럽고 좋았음.차태현,박혁권의 깨알같은 개그연기도 너무재밌었음. 
박지은드중에 넝쿨당 하고 프로듀사 가 제일 좋음.
이후 작품부터는 더 대박이났어도 너무 오글거려서 두번보기는 힘듦",34,lEAHSte7RKY
UgztL0Xw8bbfwf7Hoxt4AaABAg,진심 프로듀사 너무 재밌어서 심심할때 10번 넘게 본 기억이.. 다시 정주행해도 15년도에 나온 드라마치곤 하나도 촌스럽지않을것같아요,201,lEAHSte7RKY
UgzYZ1Jy59MvTkwswUN4AaABAg,"정말 재미있게 본 드라마. 
당시에 왜 인기가 없었는지 크게 주목받지 못하고 아는 사람만 재미있게 즐긴 드라마. 
주연,조연 할것 없이 어떤 캐릭터든지 모두 매력있었던 드라마.
못봤다면 정말 꼭 보길 바라는 드라마.",12,lEAHSte7RKY
Ugx5nx8EAMZT4WOF5V94AaABAg,"프로듀사 너무 재밌게 봤죠 ㅋㅋㅋㅋ
주연 분들의 술취한 연기와 케미가 일품이었던 게 기억이 납니다.",174,lEAHSte7RKY
UgylXWKJ2aJJ0H38W9V4AaABAg,내 평생 가장 유쾌하게 본 드라마 ㅋㅋㅋㅋㅋ,83,lEAHSte7RKY
